,sents,labels
0,百五十八; 五百九十一,1
25005,九百四十四; 七十八,0
25006,六百五十六; 七百八十三,1
25007,七百二十; 二百九十七,0
25008,四百八十四; 三百九十七,0
25009,八十八; 五百六十三,1
25010,八百三十五; 六百四,0
25011,八百二十四; 二百六,0
25012,百五十一; 三百九十八,1
25013,五十七; 四百四十二,1
25014,三百八十一; 五十,0
25015,五百二十六; 七百八十一,1
25016,六百; 七百九十七,1
25017,二百八十六; 七百四十七,1
25018,百七十五; 三百七,1
25019,六百六十八; 百四十二,0
25020,六百二; 七百五十二,1
25021,三百六; 九百四,1
25022,七百二十一; 四百十,0
25023,三百十三; 九百九十六,1
25024,五百十九; 四百二,0
25025,七十九; 二百七十六,1
25026,七十三; 百九十六,1
25027,八百八十九; 九百六十九,1
25028,八百五十; 百八十三,0
25029,三百九十八; 八百三十九,1
25030,五百五十八; 五百九十五,1
25031,六百六十二; 七十八,0
25032,百七十二; 六百四十五,1
25033,三百八十六; 四百十一,1
25034,七百七十四; 七百三十七,0
25035,三十七; 四百,1
25036,八十三; 十五,0
25037,七百四十六; 五百五十四,0
25038,三百二十八; 八百七十四,1
25039,三百九十六; 六百四十一,1
25040,五百九; 五百十八,1
25041,七百九十六; 五百十七,0
25042,三百七十一; 三百四十二,0
25043,二百二十二; 九百六十二,1
25044,六百六十五; 五百七,0
25045,二百六十八; 七十四,0
25046,二百八; 五百十二,1
25047,二百六十四; 四百九十,1
25048,四百六十四; 九百三十八,1
25049,七百四十九; 二百三十二,0
25050,八百七十九; 六百六十三,0
25051,五百二; 八百七十五,1
25052,九百二十七; 七百七十一,0
25053,五百六十九; 百三十四,0
25054,八百九十一; 三百八十三,0
25055,三百六十二; 四百五,1
25056,百九十八; 九百七十三,1
25057,三百七; 九百二十一,1
25058,八百二十三; 三百三十五,0
25059,五百七十; 六百三十一,1
25060,百七; 七十七,0
25061,五百二十九; 七十七,0
25062,八百七十; 七百八十四,0
25063,三百九十九; 三十八,0
25064,五百十五; 二十八,0
25065,六十八; 九十六,1
25066,八百八十二; 五百八十三,0
25067,九百九十二; 七百二十,0
25068,二百十七; 三百四十八,1
25069,八百七十四; 七百二,0
25070,二百九十九; 九百九十,1
25071,七百七十六; 五百七十三,0
25072,八百四十三; 七百三十八,0
25073,六百四十九; 八百五十九,1
25074,百四; 九百八十三,1
25075,七百六; 七百八十四,1
25076,九十八; 百二十三,1
25077,三百三十八; 七百五,1
25078,九百四十八; 七百五十六,0
25079,九百二十三; 百四十六,0
25080,五百二十九; 六百七十三,1
25081,二百四十六; 七百三十四,1
25082,六百十五; 六百七,0
25083,五百二十七; 六百七十一,1
25084,五百三十; 百六十四,0
25085,三百六十六; 百八十六,0
25086,九百十八; 三百十五,0
25087,八百十七; 五百九十六,0
25088,九百七十五; 三百九十二,0
25089,六百七十八; 九百三十一,1
25090,七百四十四; 三百七十三,0
25091,百四十八; 三百五十九,1
25092,七十六; 二,0
25093,六百二十四; 四百五十九,0
25094,四百九十一; 二百九十六,0
25095,九百二十二; 三百六十九,0
25096,八百九十一; 七百十一,0
25097,九百三十二; 七百三十五,0
25098,九十; 六百三十五,1
25099,五十八; 二百四十一,1
25100,六百六十九; 二百四十,0
25101,七百八十五; 六百四十五,0
25102,三百十三; 八百十四,1
25103,四百三十七; 二百六十六,0
25104,八百八十六; 六百七十六,0
25105,五百二十五; 三百六十,0
25106,四百八十一; 三百三十九,0
25107,三百六十四; 三十一,0
25108,九百六十三; 九百九十八,1
25109,百八十一; 百三十六,0
25110,六百六十七; 七十三,0
25111,三百十六; 八百三十六,1
25112,五十五; 三百二十,1
25113,八百十三; 八百九十五,1
25114,三百六十三; 百九十七,0
25115,九百六; 四百五十九,0
25116,七百九十四; 六百五十九,0
25117,百三十; 六百十四,1
25118,八十三; 七百四十二,1
25119,五百十二; 二百四十二,0
25120,八百十三; 四百四十九,0
25121,三百十三; 三百八十八,1
25122,七十一; 七百二十,1
25123,七百八十九; 三百二十八,0
25124,三百四十九; 三百八十七,1
25125,六百六十; 七百七十四,1
25126,百八十五; 百六十九,0
25127,九百二十五; 七百三十,0
25128,九百四十四; 七百十二,0
25129,七百七十一; 九百九十三,1
25130,百四十三; 七百一,1
25131,八百二十二; 五百四十一,0
25132,九百五十; 六百四十七,0
25133,九百十一; 六百五十八,0
25134,十九; 九百七十八,1
25135,九百二十三; 八百十一,0
25136,六十; 二十三,0
25137,八百十三; 二百,0
25138,八百七十八; 二百五十四,0
25139,二百二十七; 百六十三,0
25140,四百三十六; 五百二十二,1
25141,五百五十四; 九百八,1
25142,百三十; 五百四十四,1
25143,百七十四; 九百八十四,1
25144,四百八十二; 二百六,0
25145,四十五; 二百二十二,1
25146,八百九十; 九百十七,1
25147,六百六十六; 百九十四,0
25148,七百二十六; 三百六十八,0
25149,五百九十三; 七百六十九,1
25150,三百九十九; 二百,0
25151,三十二; 七百二十四,1
25152,三百十二; 五百二十三,1
25153,三百七十六; 二十九,0
25154,八百九十三; 四百八十四,0
25155,二百十六; 五百十一,1
25156,六百三十二; 九百十五,1
25157,三百六十五; 四百六十八,1
25158,三百四十一; 五百二十一,1
25159,七百六十七; 九百七十四,1
25160,五十四; 百四十四,1
25161,六百十; 八百七十三,1
25162,四百十九; 三百九十,0
25163,六百二十三; 四百八十三,0
25164,七百二十三; 六百四十五,0
25165,四百四十一; 七百九十二,1
25166,七十九; 六百一,1
25167,五百五; 四百十三,0
25168,九百七十; 二百五十二,0
25169,三百七; 四百六十七,1
25170,八百四十五; 六百五十六,0
25171,百三; 百七十二,1
25172,四百九十五; 五百六,1
25173,八百七十四; 百八,0
25174,九百四十二; 九百七十八,1
25175,七百七; 五百六十一,0
25176,八百四十九; 九百十三,1
25177,九百七十五; 六百二十八,0
25178,五百九十六; 百六十六,0
25179,三百八十五; 三百二十,0
25180,百九十八; 三百八十五,1
25181,七百九十五; 百六,0
25182,四十四; 九百六十三,1
25183,九百五十五; 七百十二,0
25184,二百八十九; 二百二十二,0
25185,六百三十六; 百一,0
25186,百六十三; 八百四十九,1
25187,八百七十七; 百四,0
25188,八百四十九; 三百七十七,0
25189,四百六十; 七百三十七,1
25190,百九; 七百六十四,1
25191,三百二十三; 二百七十七,0
25192,七百八十七; 百五十九,0
25193,三百六十; 四十九,0
25194,九十六; 百七十,1
25195,四百二十六; 百十二,0
25196,九百九十七; 八十七,0
25197,三百六十六; 二百十七,0
25198,四百六十五; 五百七十八,1
25199,五十一; 九百八,1
25200,七百八十一; 五十一,0
25201,二百七十七; 六百九十三,1
25202,六百三十八; 五百五十六,0
25203,百八十七; 百十八,0
25204,四百九十七; 六百七十一,1
25205,四百七十三; 十一,0
25206,八十五; 九百一,1
25207,二百九十二; 五百,1
25208,六百三十六; 二百四十一,0
25209,三百三十九; 八百十四,1
25210,二百七十九; 六百八,1
25211,九百六十三; 八百九十三,0
25212,三百六十六; 三十,0
25213,四百九十五; 四百九十一,0
25214,八百四十; 八百七十一,1
25215,八百七十九; 百十三,0
25216,百四十四; 四百八十五,1
25217,三百九; 六百十,1
25218,二百九十六; 四十,0
25219,九百八十二; 五百八十七,0
25220,七百三十二; 八百二,1
25221,六百五十九; 百四十九,0
25222,九百三十二; 二百四十七,0
25223,三百八十八; 百八十五,0
25224,五百九十二; 三百三十六,0
25225,六百七十六; 七百八十六,1
25226,九百七十三; 八百五十三,0
25227,九十七; 三百八十九,1
25228,九百五十四; 六百四,0
25229,七百二十七; 八百四十一,1
25230,三百十七; 九百四十,1
25231,四百八十; 四百四十七,0
25232,九百九十一; 九百六十三,0
25233,七百四十九; 八百四十一,1
25234,七百九; 四百二十八,0
25235,三百三十三; 三百四十七,1
25236,五百六十一; 四百四,0
25237,百八十四; 三百二十五,1
25238,四百十二; 九百九十三,1
25239,九百七十; 二百十六,0
25240,九百十二; 二百九十一,0
25241,三百六十六; 六百二,1
25242,七百三十九; 六百四十二,0
25243,七百七十四; 七百九十七,1
25244,百二十五; 七百四,1
25245,六百三十一; 六百十八,0
25246,八百六十四; 百四十八,0
25247,三百九十七; 七百六十五,1
25248,二百二十四; 百五十一,0
25249,二百九十六; 八百七,1
25250,五百二十; 五百十五,0
25251,九百二十七; 百五十三,0
25252,九百七十二; 八百六十三,0
25253,四百五; 七百三,1
25254,七百八十八; 九百九十五,1
25255,六百五十五; 二百三十六,0
25256,三百九十三; 五百七十一,1
25257,四百七十八; 三百四十一,0
25258,五百八十九; 二百四十八,0
25259,三百九十八; 八百七十七,1
25260,四百十七; 三十七,0
25261,七百七十六; 二百一,0
25262,六百九十四; 百四十七,0
25263,三百八十九; 八百七十八,1
25264,八百九十一; 三百六十,0
25265,九百六十九; 百九十七,0
25266,六百七十三; 五百六十三,0
25267,六百九十三; 二百八十八,0
25268,四百二十六; 九百二十四,1
25269,二百七十九; 九百二十,1
25270,千; 六十五,0
25271,四百四十五; 三百十八,0
25272,七百八十二; 九百五十五,1
25273,三百三十九; 百七十,0
25274,七; 六百八十一,1
25275,七百四十; 五百六十七,0
25276,三百九十一; 八十六,0
25277,九百五十一; 二百二十六,0
25278,八十六; 二百二十一,1
25279,八十五; 五百三十九,1
25280,三百六十八; 六百二十四,1
25281,二百九十二; 百七十一,0
25282,百二十三; 六百二十一,1
25283,二百二十九; 七百四十七,1
25284,三百五十四; 七百二十,1
25285,五百九十五; 七百九十一,1
25286,五百七十一; 二百六十九,0
25287,三百八十九; 四百六,1
25288,五十六; 百十三,1
25289,五百三十七; 七百五十五,1
25290,八百三; 二百四,0
25291,六百九十一; 七百五,1
25292,九百八十五; 百五十八,0
25293,九百六十四; 七百八十九,0
25294,二百十二; 六百五十八,1
25295,九百五; 七百十六,0
25296,六百四十二; 八百五十九,1
25297,九百六十二; 四百四十四,0
25298,四百三十二; 七百十九,1
25299,二百五十六; 三百八十五,1
25300,七百六十九; 八百六十八,1
25301,九百三十; 四百五十八,0
25302,九百八十三; 五百七十三,0
25303,七百三; 五百六十九,0
25304,八百二十一; 六百四十六,0
25305,六百三十四; 八百二十三,1
25306,四百九十一; 六十二,0
25307,七百七十三; 七百五十六,0
25308,三百六十四; 三百三十四,0
25309,九百四十七; 八百二十三,0
25310,四百七十六; 七百二十七,1
25311,四百八十五; 三百八十三,0
25312,三百四十一; 五百七十六,1
25313,三百八十一; 四百五十八,1
25314,百五; 四百十五,1
25315,四百五; 九十二,0
25316,七百一; 百五十一,0
25317,六百三十一; 八百二十六,1
25318,三百四十; 五百六十一,1
25319,九百四十一; 四十二,0
25320,二十八; 六百七十六,1
25321,六百十五; 二百二十,0
25322,百七十一; 七十二,0
25323,九百十八; 九百四十六,1
25324,八百二十六; 三百三十六,0
25325,三百七; 四百八十二,1
25326,七百六十二; 九百八十九,1
25327,四百十八; 八百七十五,1
25328,八; 二百四十二,1
25329,九百五十七; 五百二十四,0
25330,九百六十九; 五百七十,0
25331,八百六十; 五百十三,0
25332,五百六十九; 五百一,0
25333,五百六十七; 八百三十五,1
25334,百四十七; 九百六十一,1
25335,二百九十一; 六百四十九,1
25336,八十四; 五百十八,1
25337,六百九十五; 六十八,0
25338,八百十四; 五百三十五,0
25339,六十二; 五百十,1
25340,三百六十八; 三百八十一,1
25341,百三; 百八十二,1
25342,七百二十九; 八百九十四,1
25343,九百九十一; 八百七十四,0
25344,九百六十一; 七百三十八,0
25345,六百七十七; 七百七十六,1
25346,八百十五; 六百五十七,0
25347,三百九十七; 九百七十,1
25348,三百二十四; 八百二十三,1
25349,九十四; 四百九十七,1
25350,九百十二; 百六十二,0
25351,二百六十九; 五百三十九,1
25352,五百八十八; 三百二十二,0
25353,七百十五; 四百九十八,0
25354,四百八十七; 八十九,0
25355,六百五; 四百八十一,0
25356,六百四十五; 百一,0
25357,七百五十; 九百五十二,1
25358,八百五十五; 二百十七,0
25359,百十六; 四百五十四,1
25360,七百六; 七百九十八,1
25361,六百五; 五百二十,0
25362,五百三十一; 二百五,0
25363,八百; 三百八十一,0
25364,二百九十九; 四百十二,1
25365,七百九十二; 百四十三,0
25366,四百五十九; 三百四十,0
25367,七百五十九; 二百九十九,0
25368,九百十四; 七百六十七,0
25369,三百五十七; 七百八十八,1
25370,四百十一; 四十八,0
25371,百八十一; 五百四十九,1
25372,三百四十六; 四百六十八,1
25373,六百五十二; 百九十六,0
25374,五百十五; 三百七十九,0
25375,八百四十三; 六百二十八,0
25376,四百九十; 八百二十七,1
25377,百四十六; 五十四,0
25378,六百四十三; 二百五十二,0
25379,十五; 九百五十八,1
25380,三百三十; 九百七十八,1
25381,七百八十五; 六十九,0
25382,三百五十; 三百六十七,1
25383,八百二十一; 八百八十一,1
25384,七; 八百三十四,1
25385,三百四十七; 三百八十二,1
25386,八百八十八; 九百九十,1
25387,五百五十七; 九十,0
25388,二百八十一; 九百四十八,1
25389,三百九十九; 九百四十一,1
25390,六百八; 三百七十三,0
25391,三百九十四; 二十八,0
25392,八百五十五; 六百三十五,0
25393,二十六; 三百九,1
25394,二百二十四; 五百五十三,1
25395,七百十七; 七百七十四,1
25396,六百七十八; 七百四十二,1
25397,七百六十七; 三百二十二,0
25398,百四十七; 十八,0
25399,九百六十七; 七百三十一,0
25400,五百三十二; 二百六十六,0
25401,十五; 二百五十八,1
25402,二百九十八; 八百九十六,1
25403,七百六十; 三百五十四,0
25404,九百七十一; 五百六十三,0
25405,九百九十四; 六百三十二,0
25406,四百二十七; 五百十,1
25407,四百四十九; 五百五十三,1
25408,二十四; 四百九十四,1
25409,六百十三; 百十八,0
25410,七百六十七; 二十五,0
25411,六百九十九; 四百八十七,0
25412,四百九十六; 六百二十二,1
25413,三百; 七百六十七,1
25414,十九; 九百二十二,1
25415,九百六十五; 百六十三,0
25416,二百七十七; 五百四十一,1
25417,百七十九; 三百六十一,1
25418,七百二十; 六百四十二,0
25419,六百五十九; 四百九十二,0
25420,六百九十九; 七百四十七,1
25421,六百五十一; 七百十六,1
25422,二百一; 六百八十五,1
25423,四百三十三; 五百五十,1
25424,九百三十八; 四百八十四,0
25425,八百五十; 三百五十四,0
25426,二百八十九; 七,0
25427,二百四十三; 九百十,1
25428,八百八十; 七百二十七,0
25429,百七十一; 四百九十三,1
25430,五百十四; 六百十三,1
25431,六百十一; 五十八,0
25432,六百七十二; 百九十二,0
25433,四百二十七; 六百十六,1
25434,九百六十五; 二百,0
25435,九百十二; 二百六十四,0
25436,五百六十七; 五百四十七,0
25437,七百九十八; 百三十三,0
25438,七百五十二; 八百二十九,1
25439,十三; 六百四十,1
25440,九百二十四; 三百十七,0
25441,三百五十七; 七十,0
25442,二十一; 二百三十五,1
25443,六; 六百二十九,1
25444,六百九十五; 百三十八,0
25445,六百六十六; 九十一,0
25446,六百十一; 四百五,0
25447,五百六十六; 五百八十,1
25448,六十五; 百九十四,1
25449,三百十四; 百三十二,0
25450,六十一; 百七十四,1
25451,百六十九; 四百五十六,1
25452,七百五十四; 三十九,0
25453,九百五十二; 五百十二,0
25454,三十六; 五百七十二,1
25455,六百二十一; 九百三十,1
25456,百六; 六百五十七,1
25457,八百二十; 五百二十七,0
25458,三百五十九; 三百三十三,0
25459,四百四十; 六百六十五,1
25460,八十三; 八,0
25461,百八十五; 八百九十一,1
25462,百八十; 六百十六,1
25463,九百四十三; 七百七十六,0
25464,八百三十四; 九,0
25465,八百二十二; 九十一,0
25466,百五十一; 六百四十九,1
25467,六百二十八; 二百五十七,0
25468,二百二十五; 百八十九,0
25469,六百七十一; 七百五十二,1
25470,四百九十三; 八百三十七,1
25471,百三十四; 八百三十八,1
25472,八百四十七; 八百六十一,1
25473,八百八十一; 百二十六,0
25474,百九十九; 二百三十七,1
25475,七百八十八; 十一,0
25476,百六十; 三百八十五,1
25477,四百十二; 三百九十五,0
25478,百九十三; 四十九,0
25479,二百八十九; 五百八十一,1
25480,十一; 七十七,1
25481,六百二十八; 三百六十二,0
25482,六百六十九; 二百十六,0
25483,二百七十八; 二百三十一,0
25484,三十三; 二百五十六,1
25485,七百三十二; 二百五十八,0
25486,七百十六; 六百二十八,0
25487,百四十三; 八百九十五,1
25488,七百四十一; 三百九十五,0
25489,六百九; 九百八十七,1
25490,百五十二; 五百九十四,1
25491,八百二十八; 六百二,0
25492,四百四十五; 八百九十五,1
25493,七百三十八; 七百七十七,1
25494,九百五十二; 四百二十二,0
25495,百十; 六百六十五,1
25496,九百七十四; 四百十六,0
25497,八百七十四; 五百四十,0
25498,百七十四; 八百八十七,1
25499,七百四十九; 四百四十三,0
25500,三百七十六; 七百五十七,1
25501,百十九; 二百十七,1
25502,七百九十一; 九百十一,1
25503,八百四十二; 七百二,0
25504,二百二十六; 四百七十九,1
25505,九百七十一; 八百六十六,0
25506,七百十七; 八百四十八,1
25507,二十四; 六百十一,1
25508,三百二十; 四百六十七,1
25509,七百七十九; 七百六十七,0
25510,八百七十七; 四百六,0
25511,三百一; 二百二十三,0
25512,六百八十五; 三百十八,0
25513,三百四十九; 四百四十六,1
25514,八百六十三; 五百十七,0
25515,二百七; 四百十二,1
25516,五百六十二; 三百三十五,0
25517,八百五十五; 八百二十一,0
25518,六百三十三; 九百七十二,1
25519,四百七十一; 五十六,0
25520,八百五十八; 二百三,0
25521,百六十四; 九百九十三,1
25522,二十七; 八百十八,1
25523,四百三十; 四百八十二,1
25524,八百八; 五百六,0
25525,九十三; 四百十四,1
25526,四百七十六; 四百八十一,1
25527,九; 六百九十,1
25528,六百三十一; 七百三,1
25529,八百十八; 七百九十三,0
25530,七百四十八; 九百八十八,1
25531,七百十; 二百,0
25532,二百五十三; 八百八十七,1
25533,三百十七; 百七十五,0
25534,八百三十六; 四,0
25535,六百八十八; 九百二十八,1
25536,四百二十九; 三百十三,0
25537,四百三十四; 八百九十一,1
25538,二百七十九; 三百五十六,1
25539,四百七十二; 三十七,0
25540,九百七十七; 八百八十九,0
25541,八百七十八; 百九,0
25542,八百三; 四百六十,0
25543,九百三十六; 二百三十一,0
25544,九百五十; 九百六十二,1
25545,八百五十三; 三百七,0
25546,七百十八; 八百二十七,1
25547,八百十三; 七百九十九,0
25548,二百十六; 八百六十九,1
25549,四百三十五; 二百三十三,0
25550,九百九十四; 二百五十四,0
25551,三; 五百八,1
25552,三百八十; 百九十六,0
25553,百四十九; 四百五十三,1
25554,四百九十六; 三十一,0
25555,八十二; 二百八十五,1
25556,九十六; 四百七十八,1
25557,六百五十八; 九百五十六,1
25558,五百四十一; 七百十九,1
25559,四百十二; 三十,0
25560,三; 七百八十四,1
25561,四百三十二; 五百三十一,1
25562,六百九十六; 五百七十九,0
25563,四十九; 九百四十七,1
25564,四百六十; 百十四,0
25565,八百六十八; 七百五十六,0
25566,八百五十三; 七百六十六,0
25567,百五十; 三百六十四,1
25568,二百八十四; 百三十一,0
25569,六十三; 五百五十一,1
25570,八百十三; 百一,0
25571,百七十四; 三百五十四,1
25572,五百八十八; 六百三十七,1
25573,六百二十一; 九百六十五,1
25574,六百八十一; 二百二十,0
25575,六百二十五; 八百七十五,1
25576,八百二十三; 八百四十五,1
25577,八百六十八; 三百六十,0
25578,三百八; 三百七十八,1
25579,二百四十四; 七百四十,1
25580,四百五十八; 四百十九,0
25581,百九十六; 八百六十四,1
25582,九百六十八; 百十七,0
25583,六百五十八; 三百十,0
25584,七百二十二; 三百二十九,0
25585,四百十二; 二百四十,0
25586,百八十二; 三,0
25587,四百四十五; 八十三,0
25588,三百十六; 六百二十二,1
25589,八百九十九; 九百三十一,1
25590,八百三十五; 百三十四,0
25591,七百七十六; 六百三十六,0
25592,九百二; 三百九十四,0
25593,六百七十四; 二百八十八,0
25594,二百二十五; 四百九十,1
25595,三百五十; 三百八十三,1
25596,二百十二; 九百六十三,1
25597,百三十一; 八百八十八,1
25598,百七; 四百五,1
25599,三十一; 六十四,1
25600,五百二十四; 五百六十,1
25601,二百三十一; 二百十七,0
25602,九百八十七; 五百六十四,0
25603,五百十五; 六百二十三,1
25604,七百四十九; 二百八十六,0
25605,八百四十一; 六百十三,0
25606,三百七十七; 三百三十六,0
25607,五百四十四; 六十三,0
25608,四百五十六; 二百十一,0
25609,三百三十七; 二百五十二,0
25610,七百五; 七百九十一,1
25611,二十六; 五百三十六,1
25612,九百四十六; 二百八十,0
25613,八百七十五; 三百九十四,0
25614,五百二十八; 五百八,0
25615,三百四十三; 六百四十二,1
25616,四百二十七; 百四十六,0
25617,六十三; 六百六十八,1
25618,五百五; 四百八十二,0
25619,百十七; 三百七十六,1
25620,八百四十五; 三百二,0
25621,五百六十八; 八百四十三,1
25622,五百三; 百九十九,0
25623,七百二十八; 四百五十八,0
25624,九百二十五; 三百八十八,0
25625,八百六十九; 九百六十八,1
25626,二百八十二; 七百二十七,1
25627,四百二十九; 百七十四,0
25628,百六十一; 九百八十,1
25629,百二十一; 九百八十三,1
25630,七百六十四; 七百九十三,1
25631,九百九十一; 七百六十五,0
25632,二百九十三; 九十九,0
25633,六百七十六; 九百一,1
25634,四百四十三; 五百六十七,1
25635,二百十二; 六百二十一,1
25636,三百十三; 七百八十五,1
25637,三百; 三百十,1
25638,三百九十三; 六百六,1
25639,百七十四; 七百七十,1
25640,百八十; 三十六,0
25641,百五十二; 八百一,1
25642,六百八十一; 七百二十四,1
25643,三十五; 九百七十九,1
25644,四百四十八; 二百十,0
25645,八百二十三; 四百五十八,0
25646,六百八十五; 四百八十五,0
25647,三百五十七; 八百七十九,1
25648,八百四十; 五百六十一,0
25649,二百八十三; 二百十,0
25650,五百三十九; 四百八十一,0
25651,七百九; 百十四,0
25652,五百七; 百三十七,0
25653,五百四十五; 七百一,1
25654,三百五十二; 五百三,1
25655,百九十八; 二百六十,1
25656,三百三十三; 九十二,0
25657,四十五; 六百四十五,1
25658,百九十; 百十一,0
25659,百二; 百六十六,1
25660,四百三十八; 四十二,0
25661,九百二十四; 四百十三,0
25662,三百七十九; 六百七,1
25663,二百八十; 百九十二,0
25664,四百九十一; 二百四十五,0
25665,七百八十五; 六百十九,0
25666,六百一; 六百三十五,1
25667,八十; 五百四十六,1
25668,七百四十; 四百七十九,0
25669,九百三十九; 六百二十五,0
25670,八百六十二; 五百八十五,0
25671,三百六十九; 九百三十六,1
25672,八百三十二; 八百三十八,1
25673,九百十二; 八百九十,0
25674,六百三十七; 三百七十七,0
25675,六百六十二; 六百八十二,1
25676,六百四十二; 七百八十四,1
25677,六百二十四; 四百二十,0
25678,百六十五; 九百六十一,1
25679,八百四十五; 百八十五,0
25680,六百九十二; 九百七十三,1
25681,八百四; 五十七,0
25682,百七十八; 七百二十三,1
25683,九十七; 五百二,1
25684,五百三十八; 二百四十二,0
25685,六百五十六; 五百二十八,0
25686,八百十九; 三百六,0
25687,百四; 百十,1
25688,三百一; 七百二十九,1
25689,五十一; 三百六,1
25690,二百二十三; 六百七十五,1
25691,六百八十七; 百四,0
25692,八百六十一; 百八十七,0
25693,八百八十三; 九百九十三,1
25694,七百七十四; 三百五,0
25695,八十; 二十八,0
25696,七百八十四; 九百九十三,1
25697,二百二十三; 百五十四,0
25698,七百四十; 百九,0
25699,五百六十四; 七十七,0
25700,十三; 三百七,1
25701,九百五; 七百六十,0
25702,七十九; 二百十三,1
25703,五百五十六; 四百八十一,0
25704,四百七十九; 九百二,1
25705,六百四十七; 二百七十三,0
25706,八百十四; 十二,0
25707,五百五; 三百六十二,0
25708,四百七十六; 五百九十,1
25709,七百九十四; 九百四十六,1
25710,八百三十三; 九十三,0
25711,九百二十一; 四百十八,0
25712,七百四十八; 五百六十四,0
25713,七百三十三; 七百四十六,1
25714,九百五十五; 四百十四,0
25715,百九十二; 八百四十五,1
25716,三百九十八; 五百四十,1
25717,五百九十四; 八十六,0
25718,五百四十八; 九百九十五,1
25719,九百七十八; 八百三十,0
25720,四百三; 二百三十一,0
25721,六百九十八; 三百五十二,0
25722,七百九十二; 八百十三,1
25723,三百十; 四百八,1
25724,三百六十七; 二百六十八,0
25725,八百三十七; 八百五十一,1
25726,百四十五; 七百五十八,1
25727,六百七; 六百九十六,1
25728,七百十一; 五百七十一,0
25729,八百十九; 八百二十二,1
25730,二百九十三; 三百九十六,1
25731,九百六十四; 二百五十二,0
25732,百三十九; 百七十五,1
25733,六百九十九; 七百七十四,1
25734,二百六; 九百九十五,1
25735,百六十五; 四百七十九,1
25736,八十; 三十八,0
25737,六百四十七; 九百五十四,1
25738,四百九; 八,0
25739,五百六十三; 七十四,0
25740,五十七; 八百二十九,1
25741,二百二十七; 二十五,0
25742,三百八; 三百四十二,1
25743,三百六十三; 四百二十六,1
25744,百三十一; 百六十九,1
25745,九百七十; 六百十九,0
25746,六百七十五; 八百八十二,1
25747,五百七十; 二百十五,0
25748,四百十八; 九百一,1
25749,二百八十六; 二百九十三,1
25750,二百六十九; 五百九十一,1
25751,七十三; 七百九十九,1
25752,八百六十五; 九百二十三,1
25753,七百八; 八百七十五,1
25754,五百四十五; 二百六,0
25755,七百六十三; 百四十一,0
25756,百六十九; 二百六,1
25757,六百一; 百六,0
25758,八百七十二; 四十三,0
25759,七百八十七; 六百九十一,0
25760,四百十六; 百二十,0
25761,百五十六; 百三,0
25762,七百五; 七百十八,1
25763,三百五十三; 四百,1
25764,三百六十八; 六百六十五,1
25765,百二十二; 六百六十二,1
25766,六百八十六; 九百十二,1
25767,七百八; 九百五十六,1
25768,五百三十; 六百二十二,1
25769,七百十; 五百九十四,0
25770,四百四十三; 七百五十三,1
25771,五百八; 四百五十四,0
25772,三百七十三; 七百十九,1
25773,八百二十二; 七十四,0
25774,八百四十五; 八百九十九,1
25775,九百五十四; 九百八十六,1
25776,十二; 六百九十八,1
25777,七百六十四; 二百九,0
25778,二百四十五; 八百十七,1
25779,六百四十四; 六百八十三,1
25780,三百四十; 三百六十四,1
25781,百八十; 六百十八,1
25782,八十三; 九百六十五,1
25783,二百四十五; 二十,0
25784,百四十一; 四百三十七,1
25785,八百; 七百十六,0
25786,七百九十六; 七百五十八,0
25787,七百八十二; 七百八十八,1
25788,六百九十九; 百九十四,0
25789,八十二; 四百七十八,1
25790,三百; 八百三十三,1
25791,六百七十二; 二百七十二,0
25792,五百五十八; 九百二十九,1
25793,七百三十五; 七十五,0
25794,三百七十四; 四百十三,1
25795,七百八十二; 五,0
25796,四十; 八百三十六,1
25797,百九十四; 五十七,0
25798,五百七十一; 六百七十八,1
25799,四百十三; 五百五十三,1
25800,五百八十七; 三百四十八,0
25801,四百二十; 八十九,0
25802,四百十一; 三百八十,0
25803,八百五十六; 四百六十七,0
25804,五百六十八; 百二十,0
25805,七百二十三; 百十四,0
25806,四百五十九; 三百九十八,0
25807,九百十六; 二百九十三,0
25808,五百七十四; 二百五十四,0
25809,二百四十五; 二百五十七,1
25810,四百三十一; 四百三十四,1
25811,七百九十八; 四百六十八,0
25812,六百三十七; 三百二十七,0
25813,三百五十六; 四百六十八,1
25814,三百八十三; 二百八十八,0
25815,四百四十四; 九百四十三,1
25816,三百六十七; 四百四十七,1
25817,六百五十七; 五百九十二,0
25818,百七十九; 六百三十七,1
25819,二百二十六; 八十五,0
25820,百八十七; 二百一,1
25821,五百三十; 四百五十六,0
25822,二百八十; 八百五十,1
25823,四百五; 七百二十七,1
25824,二百; 三十,0
25825,百六十; 六百六十六,1
25826,九百九十二; 八百十五,0
25827,五百八十四; 六百七十二,1
25828,九百十三; 三百七十六,0
25829,二百七十四; 二,0
25830,六百十三; 四百五十,0
25831,九十五; 九百八,1
25832,三百七十三; 八百四十五,1
25833,三百十三; 二百六十二,0
25834,七百四十一; 六百二十二,0
25835,九百六十五; 三百六十二,0
25836,四百二十三; 七十二,0
25837,六百九十九; 二百六十三,0
25838,八百九十九; 三百八十六,0
25839,三百二十六; 十二,0
25840,二百三十七; 六百二十七,1
25841,五百二十七; 七十七,0
25842,八百七十八; 四百十三,0
25843,四百五十二; 四百七十六,1
25844,六百六十三; 八百五十一,1
