,sents,labels
0,二千六百七十四つのリングがあります。; 千二百十八つのリングがあります。,0
3223,スメアゴルは七百九匹のハエを傷つけます。; スメアゴルは六百九十八匹のハエを傷つけます。,0
3224,彼は二千五百二十四個のオレンジを食べることができました。; 彼は九十二個のオレンジを食べることができました。,0
3225,アイゼンガードにホビット百四十七匹を連れて行く。; アイゼンガードにホビット二千八百三十三匹を連れて行く。,1
3226,四千八百四十四ドルかかります。; 四百三十七ドルかかります。,0
3227,彼は三千五百四個のオレンジを食べることができました。; 彼は五百八十一個のオレンジを食べることができました。,0
3228,千三百十七つのリングがあります。; 三千十八つのリングがあります。,1
3229,少年は四千九百八十枚のコインを持っています。; 少年は千八百三十三枚のコインを持っています。,0
3230,三千七百三十四ドルかかります。; 八百四十一ドルかかります。,0
3231,スメアゴルは四千三百八十七匹のハエを傷つけます。; スメアゴルは千七百二十六匹のハエを傷つけます。,0
3232,スメアゴルは千九百九十九匹のハエを傷つけます。; スメアゴルは四千六百十六匹のハエを傷つけます。,1
3233,三千三百九十九ドルかかります。; 四千八百三十三ドルかかります。,1
3234,三千五百九十七つのリングがあります。; 四百六十三つのリングがあります。,0
3235,レゴラスは二千六百六十九人の小人を投げました。; レゴラスは千八百二十四人の小人を投げました。,0
3236,彼は三千四百三十一個のオレンジを食べることができました。; 彼は二千七百十個のオレンジを食べることができました。,0
3237,図書館には千七百二十冊の本があります。; 図書館には四千八百三十冊の本があります。,1
3238,彼は五百七十個のオレンジを食べることができました。; 彼は三百四個のオレンジを食べることができました。,0
3239,図書館には四千四百一冊の本があります。; 図書館には二千四百四十八冊の本があります。,0
3240,彼は二千七十三個のオレンジを食べることができました。; 彼は三千七十二個のオレンジを食べることができました。,1
3241,アイゼンガードにホビット三千九百八十四匹を連れて行く。; アイゼンガードにホビット千三百十一匹を連れて行く。,0
3242,家には猫が七匹いました。; 家には猫が四千四百九十六匹いました。,1
3243,図書館には千百五十一冊の本があります。; 図書館には四千六百八十八冊の本があります。,1
3244,彼は二千九百六十二個のオレンジを食べることができました。; 彼は四千五十九個のオレンジを食べることができました。,1
3245,テーブルには三千百六十三つのリンゴがありました。; テーブルには八百三つのリンゴがありました。,0
3246,図書館には四千二百五十一冊の本があります。; 図書館には九十冊の本があります。,0
3247,少年は十二枚のコインを持っています。; 少年は三千百十三枚のコインを持っています。,1
3248,アイゼンガードにホビット二千三百九十四匹を連れて行く。; アイゼンガードにホビット二千八百三十八匹を連れて行く。,1
3249,アイゼンガードにホビット千九百三十六匹を連れて行く。; アイゼンガードにホビット二千百六匹を連れて行く。,1
3250,千二百六十八ドルかかります。; 二千八百九十七ドルかかります。,1
3251,図書館には三千四十六冊の本があります。; 図書館には七百四十四冊の本があります。,0
3252,部屋は三千四百九十六つのジャガイモで満たされていました。; 部屋は千七百九十一つのジャガイモで満たされていました。,0
3253,スメアゴルは四千二十九匹のハエを傷つけます。; スメアゴルは三千八百八十一匹のハエを傷つけます。,0
3254,部屋は百七十八つのジャガイモで満たされていました。; 部屋は四千百九十四つのジャガイモで満たされていました。,1
3255,三百九十六ドルかかります。; 二千二百二十五ドルかかります。,1
3256,彼は千八百九十個のオレンジを食べることができました。; 彼は千六百五十四個のオレンジを食べることができました。,0
3257,図書館には四千百九十七冊の本があります。; 図書館には四千四百四十四冊の本があります。,1
3258,スメアゴルは三千九十五匹のハエを傷つけます。; スメアゴルは千八百九匹のハエを傷つけます。,0
3259,図書館には千二百六十冊の本があります。; 図書館には八百三冊の本があります。,0
3260,千百六十八ドルかかります。; 三千五百八ドルかかります。,1
3261,三千百四十四つのリングがあります。; 三百三十八つのリングがあります。,0
3262,レゴラスは千七百六十七人の小人を投げました。; レゴラスは二千二百七十三人の小人を投げました。,1
3263,スメアゴルは三千四百二十三匹のハエを傷つけます。; スメアゴルは千六百七十七匹のハエを傷つけます。,0
3264,テーブルには三千八百五十九つのリンゴがありました。; テーブルには千二百七つのリンゴがありました。,0
3265,アイゼンガードにホビット三千三百九十六匹を連れて行く。; アイゼンガードにホビット八百七十八匹を連れて行く。,0
3266,スメアゴルは三百四十九匹のハエを傷つけます。; スメアゴルは六百五十六匹のハエを傷つけます。,1
3267,スメアゴルは千二百五匹のハエを傷つけます。; スメアゴルは五百六十八匹のハエを傷つけます。,0
3268,アイゼンガードにホビット二千九百四十匹を連れて行く。; アイゼンガードにホビット八百二十六匹を連れて行く。,0
3269,部屋は三千十九つのジャガイモで満たされていました。; 部屋は四千三百八十一つのジャガイモで満たされていました。,1
3270,スメアゴルは三千三百六十六匹のハエを傷つけます。; スメアゴルは七十五匹のハエを傷つけます。,0
3271,少年は四千五百七十三枚のコインを持っています。; 少年は百九十三枚のコインを持っています。,0
3272,三千七百九十つのリングがあります。; 二千九百五十八つのリングがあります。,0
3273,アイゼンガードにホビット二千二百二十四匹を連れて行く。; アイゼンガードにホビット二千百七十一匹を連れて行く。,0
3274,レゴラスは三千九百三十人の小人を投げました。; レゴラスは百二十六人の小人を投げました。,0
3275,部屋は千四百九十五つのジャガイモで満たされていました。; 部屋は千五百八十一つのジャガイモで満たされていました。,1
3276,少年は三千九百十八枚のコインを持っています。; 少年は千九百八十九枚のコインを持っています。,0
3277,アイゼンガードにホビット八百八十八匹を連れて行く。; アイゼンガードにホビット三千五百五十二匹を連れて行く。,1
3278,千二百四十二ドルかかります。; 四千二百十ドルかかります。,1
3279,彼は三千九百九十一個のオレンジを食べることができました。; 彼は二千五百八十六個のオレンジを食べることができました。,0
3280,レゴラスは二千六百八十一人の小人を投げました。; レゴラスは六百七十一人の小人を投げました。,0
3281,部屋は九百九十九つのジャガイモで満たされていました。; 部屋は九百七十一つのジャガイモで満たされていました。,0
3282,図書館には千四百二十一冊の本があります。; 図書館には四千二百二十六冊の本があります。,1
3283,アイゼンガードにホビット六百九匹を連れて行く。; アイゼンガードにホビット百七十七匹を連れて行く。,0
3284,少年は四千二百六十六枚のコインを持っています。; 少年は八百五十枚のコインを持っています。,0
3285,テーブルには四千四百八十三つのリンゴがありました。; テーブルには四千六百五十七つのリンゴがありました。,1
3286,アイゼンガードにホビット千四百五十五匹を連れて行く。; アイゼンガードにホビット四千四百四十八匹を連れて行く。,1
3287,彼は千百六十五個のオレンジを食べることができました。; 彼は三千六百六十七個のオレンジを食べることができました。,1
3288,部屋は四千五百五十一つのジャガイモで満たされていました。; 部屋は七百十三つのジャガイモで満たされていました。,0
3289,家には猫が九百三十八匹いました。; 家には猫が千七百二十匹いました。,1
3290,三千五百八十二つのリングがあります。; 二千三百八十四つのリングがあります。,0
3291,スメアゴルは千八百三十七匹のハエを傷つけます。; スメアゴルは四千五百四十六匹のハエを傷つけます。,1
3292,アイゼンガードにホビット四千五百九十三匹を連れて行く。; アイゼンガードにホビット二千五百七十九匹を連れて行く。,0
3293,二千六百四十八ドルかかります。; 三千七百三ドルかかります。,1
3294,彼は二千七百二十五個のオレンジを食べることができました。; 彼は三千六百九個のオレンジを食べることができました。,1
3295,四千七百三十二ドルかかります。; 七百六十一ドルかかります。,0
3296,少年は百七十一枚のコインを持っています。; 少年は二千百十八枚のコインを持っています。,1
3297,アイゼンガードにホビット二千七十五匹を連れて行く。; アイゼンガードにホビット四千八百三匹を連れて行く。,1
3298,四十ドルかかります。; 三百五十五ドルかかります。,1
3299,彼は三千四百二個のオレンジを食べることができました。; 彼は三千百四十七個のオレンジを食べることができました。,0
3300,アイゼンガードにホビット二千二百二十匹を連れて行く。; アイゼンガードにホビット三千四百十八匹を連れて行く。,1
3301,彼は千九百個のオレンジを食べることができました。; 彼は二千六百七十四個のオレンジを食べることができました。,1
3302,レゴラスは千三百七十七人の小人を投げました。; レゴラスは三百四十一人の小人を投げました。,0
3303,テーブルには三千二百七十七つのリンゴがありました。; テーブルには四千九百五十八つのリンゴがありました。,1
3304,少年は三千四百四十七枚のコインを持っています。; 少年は四千九枚のコインを持っています。,1
3305,少年は三百七枚のコインを持っています。; 少年は二百十三枚のコインを持っています。,0
3306,家には猫が三十六匹いました。; 家には猫が三千八百四十一匹いました。,1
3307,千六十五つのリングがあります。; 六十一つのリングがあります。,0
3308,アイゼンガードにホビット三千五匹を連れて行く。; アイゼンガードにホビット四千九百七十四匹を連れて行く。,1
3309,レゴラスは三千六百九十三人の小人を投げました。; レゴラスは四百三十人の小人を投げました。,0
3310,テーブルには二千七百三十五つのリンゴがありました。; テーブルには三千四百十六つのリンゴがありました。,1
3311,図書館には千百七十八冊の本があります。; 図書館には三千六百九十九冊の本があります。,1
3312,少年は千七百三十六枚のコインを持っています。; 少年は四千四百六十一枚のコインを持っています。,1
3313,テーブルには千五百六十三つのリンゴがありました。; テーブルには九百十五つのリンゴがありました。,0
3314,家には猫が三千七百四十七匹いました。; 家には猫が四千二百八十五匹いました。,1
3315,スメアゴルは四千百九十六匹のハエを傷つけます。; スメアゴルは千百七十九匹のハエを傷つけます。,0
3316,少年は千三百九枚のコインを持っています。; 少年は二千九百二十枚のコインを持っています。,1
3317,家には猫が三千二百八十九匹いました。; 家には猫が三千四百四十一匹いました。,1
3318,少年は十四枚のコインを持っています。; 少年は二千九百五十六枚のコインを持っています。,1
3319,図書館には三百四十冊の本があります。; 図書館には三千五百九十八冊の本があります。,1
3320,三千九百七十五ドルかかります。; 千二百五十二ドルかかります。,0
3321,彼は七百七十五個のオレンジを食べることができました。; 彼は千二百三十八個のオレンジを食べることができました。,1
3322,少年は五十一枚のコインを持っています。; 少年は四百八十八枚のコインを持っています。,1
3323,テーブルには二千四百三十三つのリンゴがありました。; テーブルには千五百六十五つのリンゴがありました。,0
3324,彼は二千八百三十六個のオレンジを食べることができました。; 彼は四千九百七十八個のオレンジを食べることができました。,1
3325,図書館には二千九百十五冊の本があります。; 図書館には三百三十一冊の本があります。,0
3326,テーブルには千百八十一つのリンゴがありました。; テーブルには二千二百三十四つのリンゴがありました。,1
3327,図書館には千九百三十二冊の本があります。; 図書館には三千三百五十五冊の本があります。,1
3328,千百四十つのリングがあります。; 三千八百六十三つのリングがあります。,1
3329,少年は二千百二十七枚のコインを持っています。; 少年は千百三十三枚のコインを持っています。,0
3330,彼は九百三十八個のオレンジを食べることができました。; 彼は三千百八十九個のオレンジを食べることができました。,1
3331,四千百五十五つのリングがあります。; 三千七百二十一つのリングがあります。,0
3332,アイゼンガードにホビット四千五百十二匹を連れて行く。; アイゼンガードにホビット四千八百六十二匹を連れて行く。,1
3333,アイゼンガードにホビット三千二百三十八匹を連れて行く。; アイゼンガードにホビット二千百七十八匹を連れて行く。,0
3334,アイゼンガードにホビット百六十一匹を連れて行く。; アイゼンガードにホビット三千二百三十八匹を連れて行く。,1
3335,二千九百八十二つのリングがあります。; 三千六百四十四つのリングがあります。,1
3336,図書館には千五百七十六冊の本があります。; 図書館には百冊の本があります。,0
3337,アイゼンガードにホビット三百二十九匹を連れて行く。; アイゼンガードにホビット三千五百五十五匹を連れて行く。,1
3338,四百八十七ドルかかります。; 千六百二十六ドルかかります。,1
3339,家には猫が四千六百九十九匹いました。; 家には猫が二千二十四匹いました。,0
3340,図書館には四千三百三十冊の本があります。; 図書館には二千四冊の本があります。,0
3341,レゴラスは四千二百七十人の小人を投げました。; レゴラスは千五百七十九人の小人を投げました。,0
3342,少年は千九百四十二枚のコインを持っています。; 少年は千八百六十九枚のコインを持っています。,0
3343,少年は四千四十八枚のコインを持っています。; 少年は九百五十枚のコインを持っています。,0
3344,少年は二百七十七枚のコインを持っています。; 少年は三百五十三枚のコインを持っています。,1
3345,九百十四つのリングがあります。; 二千九百九十四つのリングがあります。,1
3346,テーブルには四千六百八十七つのリンゴがありました。; テーブルには千五百八つのリンゴがありました。,0
3347,二千五百七十九つのリングがあります。; 千五百二十八つのリングがあります。,0
3348,アイゼンガードにホビット千五百六十七匹を連れて行く。; アイゼンガードにホビット三百十一匹を連れて行く。,0
3349,千二百四十三ドルかかります。; 三千十四ドルかかります。,1
3350,部屋は三千六百八十三つのジャガイモで満たされていました。; 部屋は三千八百七十八つのジャガイモで満たされていました。,1
3351,千四百つのリングがあります。; 二千四百八十二つのリングがあります。,1
3352,三千二百十四つのリングがあります。; 四千九百四十八つのリングがあります。,1
3353,アイゼンガードにホビット六百一匹を連れて行く。; アイゼンガードにホビット千百二十匹を連れて行く。,1
3354,千七百四十二つのリングがあります。; 四千九百九十七つのリングがあります。,1
3355,スメアゴルは九百六十五匹のハエを傷つけます。; スメアゴルは四千二百六十九匹のハエを傷つけます。,1
3356,三千四百二十二つのリングがあります。; 四百二十八つのリングがあります。,0
3357,部屋は九百八十つのジャガイモで満たされていました。; 部屋は四百十四つのジャガイモで満たされていました。,0
3358,四千八百五十六ドルかかります。; 三千九百二十八ドルかかります。,0
3359,アイゼンガードにホビット八百八十八匹を連れて行く。; アイゼンガードにホビット二千四十六匹を連れて行く。,1
3360,彼は八百十二個のオレンジを食べることができました。; 彼は四千四百九十八個のオレンジを食べることができました。,1
3361,アイゼンガードにホビット千百七十五匹を連れて行く。; アイゼンガードにホビット七百七十三匹を連れて行く。,0
3362,図書館には千百四十八冊の本があります。; 図書館には二千五百二十八冊の本があります。,1
3363,部屋は九百八十八つのジャガイモで満たされていました。; 部屋は千五百八十五つのジャガイモで満たされていました。,1
3364,二百七十九つのリングがあります。; 五百五十四つのリングがあります。,1
3365,千十六ドルかかります。; 二千七百四十八ドルかかります。,1
3366,スメアゴルは千四百二十一匹のハエを傷つけます。; スメアゴルは四千二十六匹のハエを傷つけます。,1
3367,レゴラスは千三百七十二人の小人を投げました。; レゴラスは四千三百二十七人の小人を投げました。,1
3368,少年は六百四枚のコインを持っています。; 少年は千五百七十八枚のコインを持っています。,1
3369,図書館には四千八百九冊の本があります。; 図書館には千二百六十四冊の本があります。,0
3370,図書館には千百十九冊の本があります。; 図書館には千三十冊の本があります。,0
3371,テーブルには三千八百六十つのリンゴがありました。; テーブルには二千三百三十二つのリンゴがありました。,0
3372,少年は三千八百三十五枚のコインを持っています。; 少年は千二百九十四枚のコインを持っています。,0
3373,家には猫が七百十四匹いました。; 家には猫が四千二百七十八匹いました。,1
3374,四千百五十五つのリングがあります。; 三百六十一つのリングがあります。,0
3375,少年は四千四百四十八枚のコインを持っています。; 少年は二千十二枚のコインを持っています。,0
3376,スメアゴルは六百五十匹のハエを傷つけます。; スメアゴルは四千百四十一匹のハエを傷つけます。,1
3377,二千五百十三ドルかかります。; 二千五百二十七ドルかかります。,1
3378,テーブルには四千四百四十つのリンゴがありました。; テーブルには千八百十五つのリンゴがありました。,0
3379,彼は三千四百三十個のオレンジを食べることができました。; 彼は三千百十一個のオレンジを食べることができました。,0
3380,千五百十四ドルかかります。; 九百七十ドルかかります。,0
3381,部屋は三千七百六つのジャガイモで満たされていました。; 部屋は千四百十一つのジャガイモで満たされていました。,0
3382,図書館には四千五百六十五冊の本があります。; 図書館には四千百六十三冊の本があります。,0
3383,少年は千七百二十五枚のコインを持っています。; 少年は四千四百三十一枚のコインを持っています。,1
3384,レゴラスは三千四百十二人の小人を投げました。; レゴラスは三千四百六十九人の小人を投げました。,1
3385,レゴラスは千九百八十六人の小人を投げました。; レゴラスは九百七十人の小人を投げました。,0
3386,スメアゴルは二千九百二十二匹のハエを傷つけます。; スメアゴルは二千九百四十匹のハエを傷つけます。,1
3387,千五十つのリングがあります。; 三百十二つのリングがあります。,0
3388,図書館には四千六百一冊の本があります。; 図書館には四千九百十一冊の本があります。,1
3389,スメアゴルは千七百九十三匹のハエを傷つけます。; スメアゴルは二千七百八十匹のハエを傷つけます。,1
3390,少年は九十枚のコインを持っています。; 少年は九百八十九枚のコインを持っています。,1
3391,テーブルには三千三百六十九つのリンゴがありました。; テーブルには三十五つのリンゴがありました。,0
3392,部屋は四千六百五十六つのジャガイモで満たされていました。; 部屋は四千六百十三つのジャガイモで満たされていました。,0
3393,アイゼンガードにホビット四千七百十六匹を連れて行く。; アイゼンガードにホビット二千八匹を連れて行く。,0
3394,部屋は七百七十一つのジャガイモで満たされていました。; 部屋は千四百八十六つのジャガイモで満たされていました。,1
3395,アイゼンガードにホビット千二百八匹を連れて行く。; アイゼンガードにホビット三千二十一匹を連れて行く。,1
3396,少年は千百二十八枚のコインを持っています。; 少年は二千百四十一枚のコインを持っています。,1
3397,千五百八十五つのリングがあります。; 二千四百十つのリングがあります。,1
3398,スメアゴルは千百二十三匹のハエを傷つけます。; スメアゴルは三百八十四匹のハエを傷つけます。,0
3399,少年は三千七百五十枚のコインを持っています。; 少年は三千三百八十四枚のコインを持っています。,0
3400,レゴラスは三百四十二人の小人を投げました。; レゴラスは七人の小人を投げました。,0
3401,スメアゴルは四千五百十一匹のハエを傷つけます。; スメアゴルは千三百八十五匹のハエを傷つけます。,0
3402,四千三百六十つのリングがあります。; 四千百八十七つのリングがあります。,0
3403,彼は二千七百四十七個のオレンジを食べることができました。; 彼は千七百五十四個のオレンジを食べることができました。,0
3404,アイゼンガードにホビット六百九十四匹を連れて行く。; アイゼンガードにホビット三百三十六匹を連れて行く。,0
3405,図書館には四千百九十一冊の本があります。; 図書館には三千九百八十一冊の本があります。,0
3406,少年は千四百六十二枚のコインを持っています。; 少年は千四百十五枚のコインを持っています。,0
3407,テーブルには三千四百三十つのリンゴがありました。; テーブルには四千百五十二つのリンゴがありました。,1
3408,千六百五つのリングがあります。; 三千六百九十つのリングがあります。,1
3409,家には猫が三百九十六匹いました。; 家には猫が三千四百三十六匹いました。,1
3410,部屋は四千八十三つのジャガイモで満たされていました。; 部屋は七百七十つのジャガイモで満たされていました。,0
3411,彼は四千百九十四個のオレンジを食べることができました。; 彼は百三十三個のオレンジを食べることができました。,0
3412,少年は二千四十一枚のコインを持っています。; 少年は八百七枚のコインを持っています。,0
3413,七百三十六ドルかかります。; 三千六百ドルかかります。,1
3414,三千六百ドルかかります。; 二百四十九ドルかかります。,0
3415,図書館には二千二百七十二冊の本があります。; 図書館には二千三十三冊の本があります。,0
3416,図書館には二千九百六十三冊の本があります。; 図書館には百三十二冊の本があります。,0
3417,レゴラスは七百五十三人の小人を投げました。; レゴラスは百十四人の小人を投げました。,0
3418,レゴラスは千五百二十二人の小人を投げました。; レゴラスは四百五十五人の小人を投げました。,0
3419,レゴラスは九百三十二人の小人を投げました。; レゴラスは二千四百三十四人の小人を投げました。,1
3420,アイゼンガードにホビット三千三百五十六匹を連れて行く。; アイゼンガードにホビット二千八百六十四匹を連れて行く。,0
3421,スメアゴルは二千百四十七匹のハエを傷つけます。; スメアゴルは四千七百三十一匹のハエを傷つけます。,1
3422,部屋は六百三十九つのジャガイモで満たされていました。; 部屋は千百九十五つのジャガイモで満たされていました。,1
3423,家には猫が三千五百九十六匹いました。; 家には猫が千百九十匹いました。,0
3424,アイゼンガードにホビット三千三十三匹を連れて行く。; アイゼンガードにホビット二千百九匹を連れて行く。,0
3425,テーブルには三千百四十八つのリンゴがありました。; テーブルには四千七百五十四つのリンゴがありました。,1
3426,レゴラスは五十五人の小人を投げました。; レゴラスは四千三百二十七人の小人を投げました。,1
3427,レゴラスは二千六百七人の小人を投げました。; レゴラスは三千三百七十四人の小人を投げました。,1
3428,家には猫が七百十六匹いました。; 家には猫が九百五十九匹いました。,1
3429,部屋は二千六百八十八つのジャガイモで満たされていました。; 部屋は四千二百六十九つのジャガイモで満たされていました。,1
3430,図書館には四千二十四冊の本があります。; 図書館には千四百三十七冊の本があります。,0
3431,テーブルには千八百二十四つのリンゴがありました。; テーブルには二千百六十二つのリンゴがありました。,1
3432,部屋は三千六百七十五つのジャガイモで満たされていました。; 部屋は四千二百六十五つのジャガイモで満たされていました。,1
3433,図書館には二千四百七十六冊の本があります。; 図書館には三千百七十五冊の本があります。,1
3434,彼は三千六百九個のオレンジを食べることができました。; 彼は二千五百十個のオレンジを食べることができました。,0
3435,部屋は二千七十一つのジャガイモで満たされていました。; 部屋は千三百三十六つのジャガイモで満たされていました。,0
3436,図書館には千二百四十三冊の本があります。; 図書館には五百八十一冊の本があります。,0
3437,レゴラスは四千百五十二人の小人を投げました。; レゴラスは四千二百十人の小人を投げました。,1
3438,スメアゴルは三千四百九十九匹のハエを傷つけます。; スメアゴルは四千七百七十六匹のハエを傷つけます。,1
3439,少年は四千五百七十八枚のコインを持っています。; 少年は三千百十四枚のコインを持っています。,0
3440,テーブルには六百七十つのリンゴがありました。; テーブルには四千三百九十つのリンゴがありました。,1
3441,彼は二千九百六十五個のオレンジを食べることができました。; 彼は二千七百四十三個のオレンジを食べることができました。,0
3442,レゴラスは二千八百九十四人の小人を投げました。; レゴラスは二千八百四十五人の小人を投げました。,0
3443,少年は四百四十一枚のコインを持っています。; 少年は三千二十七枚のコインを持っています。,1
3444,アイゼンガードにホビット千七百五十四匹を連れて行く。; アイゼンガードにホビット三千三百四十七匹を連れて行く。,1
3445,家には猫が四百十六匹いました。; 家には猫が四千四百四十五匹いました。,1
3446,レゴラスは二千四百七十六人の小人を投げました。; レゴラスは八百十一人の小人を投げました。,0
3447,テーブルには二千二百十九つのリンゴがありました。; テーブルには千九百七十九つのリンゴがありました。,0
3448,彼は千九百八個のオレンジを食べることができました。; 彼は七百四十九個のオレンジを食べることができました。,0
3449,テーブルには八百七十八つのリンゴがありました。; テーブルには千百十つのリンゴがありました。,1
3450,スメアゴルは四百八十七匹のハエを傷つけます。; スメアゴルは二千八百七十五匹のハエを傷つけます。,1
3451,少年は千二百九十八枚のコインを持っています。; 少年は四千二百三十三枚のコインを持っています。,1
3452,千八百八つのリングがあります。; 三千四百十六つのリングがあります。,1
3453,テーブルには千七百七十八つのリンゴがありました。; テーブルには三千百五十八つのリンゴがありました。,1
3454,少年は二千七百六十六枚のコインを持っています。; 少年は四千二百八十四枚のコインを持っています。,1
3455,少年は千三百九十七枚のコインを持っています。; 少年は二百十七枚のコインを持っています。,0
3456,三千七百八十二ドルかかります。; 千百五十六ドルかかります。,0
3457,スメアゴルは千二百三十匹のハエを傷つけます。; スメアゴルは四千七百五十七匹のハエを傷つけます。,1
3458,千五百三十一ドルかかります。; 四千五百九十六ドルかかります。,1
3459,レゴラスは四千八百五十七人の小人を投げました。; レゴラスは五十八人の小人を投げました。,0
3460,レゴラスは四千七百七人の小人を投げました。; レゴラスは三千七百五十四人の小人を投げました。,0
3461,アイゼンガードにホビット八百二十三匹を連れて行く。; アイゼンガードにホビット四十一匹を連れて行く。,0
3462,図書館には四千五十三冊の本があります。; 図書館には九百二十六冊の本があります。,0
3463,部屋は三千百四十つのジャガイモで満たされていました。; 部屋は四千二百十三つのジャガイモで満たされていました。,1
3464,少年は二千七十八枚のコインを持っています。; 少年は七百八十枚のコインを持っています。,0
3465,家には猫が二千九百六十五匹いました。; 家には猫が九百九十八匹いました。,0
3466,少年は百七十八枚のコインを持っています。; 少年は七枚のコインを持っています。,0
3467,図書館には千四百一冊の本があります。; 図書館には四千二百九十二冊の本があります。,1
3468,二千四百二十四ドルかかります。; 四千七百十六ドルかかります。,1
3469,家には猫が二千三十一匹いました。; 家には猫が三百五十六匹いました。,0
3470,アイゼンガードにホビット千六百九十五匹を連れて行く。; アイゼンガードにホビット二千八百三十一匹を連れて行く。,1
3471,四千四十九つのリングがあります。; 四千百九十五つのリングがあります。,1
3472,レゴラスは二千二百九十八人の小人を投げました。; レゴラスは千五百五十人の小人を投げました。,0
3473,アイゼンガードにホビット千六百四十四匹を連れて行く。; アイゼンガードにホビット四千四百七十八匹を連れて行く。,1
3474,レゴラスは四千百人の小人を投げました。; レゴラスは二千二百九十四人の小人を投げました。,0
3475,三千九百七十一つのリングがあります。; 三千八百三つのリングがあります。,0
3476,少年は三千九百四十枚のコインを持っています。; 少年は九百五十五枚のコインを持っています。,0
3477,テーブルには二千八十五つのリンゴがありました。; テーブルには二千二百三十九つのリンゴがありました。,1
3478,テーブルには七百五十四つのリンゴがありました。; テーブルには四千四百五十六つのリンゴがありました。,1
3479,レゴラスは十三人の小人を投げました。; レゴラスは三千四百十三人の小人を投げました。,1
3480,スメアゴルは四千二十四匹のハエを傷つけます。; スメアゴルは三千六百九十九匹のハエを傷つけます。,0
3481,レゴラスは百五十六人の小人を投げました。; レゴラスは五百八十六人の小人を投げました。,1
3482,家には猫が三千七百五十三匹いました。; 家には猫が四千五百五十一匹いました。,1
3483,家には猫が三百三十一匹いました。; 家には猫が九百二十六匹いました。,1
3484,テーブルには三百三十一つのリンゴがありました。; テーブルには九百三十つのリンゴがありました。,1
3485,テーブルには四千六百九十七つのリンゴがありました。; テーブルには百十七つのリンゴがありました。,0
3486,テーブルには千百二十八つのリンゴがありました。; テーブルには二千八百九十二つのリンゴがありました。,1
3487,スメアゴルは四千五百二十七匹のハエを傷つけます。; スメアゴルは三千八百六十九匹のハエを傷つけます。,0
3488,レゴラスは千六百一人の小人を投げました。; レゴラスは七百三十七人の小人を投げました。,0
3489,四千三百四十ドルかかります。; 二千二百二十八ドルかかります。,0
3490,家には猫が二千八百六十五匹いました。; 家には猫が二千七百七匹いました。,0
3491,家には猫が千八百七十九匹いました。; 家には猫が三千九百八十三匹いました。,1
3492,二千六十四つのリングがあります。; 二千四百三十二つのリングがあります。,1
3493,テーブルには三千百十九つのリンゴがありました。; テーブルには三千五百九つのリンゴがありました。,1
3494,アイゼンガードにホビット二百九十五匹を連れて行く。; アイゼンガードにホビット三千三百二匹を連れて行く。,1
3495,部屋は百三十三つのジャガイモで満たされていました。; 部屋は四千二百四十五つのジャガイモで満たされていました。,1
3496,四千九百九つのリングがあります。; 三千六十五つのリングがあります。,0
3497,少年は四百五十枚のコインを持っています。; 少年は三千九百一枚のコインを持っています。,1
3498,彼は二千三百五十六個のオレンジを食べることができました。; 彼は千八百五十二個のオレンジを食べることができました。,0
3499,家には猫が四千六百四十七匹いました。; 家には猫が三千六百五十八匹いました。,0
3500,レゴラスは七百六十二人の小人を投げました。; レゴラスは四千八百五十六人の小人を投げました。,1
3501,少年は二千二百六十七枚のコインを持っています。; 少年は三千五百七十四枚のコインを持っています。,1
3502,彼は二百三十三個のオレンジを食べることができました。; 彼は千六百十一個のオレンジを食べることができました。,1
3503,部屋は二千百七つのジャガイモで満たされていました。; 部屋は二千四十六つのジャガイモで満たされていました。,0
3504,部屋は千六百五十三つのジャガイモで満たされていました。; 部屋は二千三百六十三つのジャガイモで満たされていました。,1
3505,スメアゴルは三千四百六十二匹のハエを傷つけます。; スメアゴルは七百四十八匹のハエを傷つけます。,0
3506,部屋は二百二十つのジャガイモで満たされていました。; 部屋は三千二百三十五つのジャガイモで満たされていました。,1
3507,スメアゴルは千六百八十五匹のハエを傷つけます。; スメアゴルは三千八百四匹のハエを傷つけます。,1
3508,彼は二千七百九十八個のオレンジを食べることができました。; 彼は六百個のオレンジを食べることができました。,0
3509,少年は千七百三十四枚のコインを持っています。; 少年は八百五十七枚のコインを持っています。,0
3510,八百二十ドルかかります。; 二千百十九ドルかかります。,1
3511,レゴラスは千三百十一人の小人を投げました。; レゴラスは五百三十人の小人を投げました。,0
3512,レゴラスは三千二百九十九人の小人を投げました。; レゴラスは三千百七人の小人を投げました。,0
3513,アイゼンガードにホビット七百四十四匹を連れて行く。; アイゼンガードにホビット二千三百九十六匹を連れて行く。,1
3514,千四百三十八つのリングがあります。; 千五百九つのリングがあります。,1
3515,テーブルには五百七十九つのリンゴがありました。; テーブルには百五十つのリンゴがありました。,0
3516,部屋は四千四百六十九つのジャガイモで満たされていました。; 部屋は千五百八十七つのジャガイモで満たされていました。,0
3517,少年は千百四十一枚のコインを持っています。; 少年は千百八十一枚のコインを持っています。,1
3518,スメアゴルは千四十六匹のハエを傷つけます。; スメアゴルは三千六十四匹のハエを傷つけます。,1
3519,少年は百三十九枚のコインを持っています。; 少年は二千六百十四枚のコインを持っています。,1
3520,レゴラスは三千百六十六人の小人を投げました。; レゴラスは四千九百六人の小人を投げました。,1
